-18.32,-0.9217604749940475-0.37155930009224936*I
-18.28,-0.9048871194200784-0.4081414128323895*I
-18.24,-0.8865663232330303-0.4440706701207504*I
-18.2,-0.8668273944467356-0.47928960029808254*I
-18.16,-0.8457019122687683-0.513741871701216*I
-18.12,-0.8232236731083958-0.5473723793149654*I
-18.08,-0.7994286349974938-0.580127329974434*I
-18.04,-0.7743548619913373-0.6119543303425713*I
-18.,-0.7480424657755423-0.6428024756468204*I
-17.96,-0.7205335388575036-0.6726224276316846*I
-17.92,-0.6918720859054575-0.701366490027514*I
-17.88,-0.6621039545991076-0.7289886860292163*I
-17.84,-0.6312767642924847-0.7554448377817107*I
-17.8,-0.5994398280390457-0.7806926339425815*I
-17.759999999999998,-0.5666440726822358-0.8046916933609717*I
-17.72,-0.5329419582554956-0.827403630068105*I
-17.68,-0.4983873952521117-0.8487921212463708*I
-17.64,-0.46303565728920615-0.8688229629882708*I
-17.6,-0.42694329211356563-0.8874641205219207*I
-17.56,-0.3901680319062359-0.9046857790840788*I
-17.52,-0.3527687011396124-0.9204603983231637*I
-17.48,-0.31480512179964715-0.9347627551141562*I
-17.44,-0.2763380177215593-0.9475699790290895*I
-17.4,-0.23742891832601265-0.9588615878949673*I
-17.36,-0.19814005946759916-0.9686195269043611*I
-17.32,-0.158534283237496-0.9768281975581469*I
-17.28,-0.11867493814502092-0.9834744775471437*I
-17.24,-0.07862577893315074-0.9885477401996161*I
-17.2,-0.03845086317077309-0.992039877030509*I
-17.16,0.0017855522863864937-0.9939453121488908*I
-17.12,0.042019112645337-0.9942610060782017*I
-17.08,0.08218546657579792-0.9929864586966792*I
-17.04,0.12222037094045775-0.9901237145617836*I
-17.,0.16205979547622476-0.9856773622523762*I
-16.96,0.20164002309497356-0.9796545221826211*I
-16.92,0.2408977497920251-0.9720648330612657*I
-16.88,0.27977018770221773-0.9629204398762783*I
-16.84,0.31819516858802976-0.9522359778767957*I
-16.8,0.3561112406454987-0.940028544862764*I
-16.759999999999998,0.3934577642592474-0.9263176715822854*I
-16.72,0.4301750104779425-0.9111252928494102*I
-16.68,0.466204260816843-0.8944757161793069*I
-16.64,0.5014878983321878-0.8763955793827422*I
-16.6,0.5359694966810864-0.8569138057118684*I
-16.56,0.569593911282435-0.8360615591157468*I
-16.52,0.6023073728947383-0.8138721979273299*I
-16.48,0.6340575709360722-0.7903812188835194*I
-16.44,0.6647937334470637-0.7656261982470814*I
-16.4,0.6944667085162641-0.7396467326351976*I
-16.36,0.7230290490706017-0.7124843786118105*I
-16.32,0.750435086662897-0.6841825844817524*I
-16.28,0.7766410002337812-0.6547866189928693*I
-16.24,0.8016048856892467-0.6243434995453309*I
-16.2,0.825286829448191-0.592901919015864*I
-16.16,0.8476489711567698-0.5605121668483433*I
-16.12,0.868655559459963-0.5272260472893294*I
-16.08,0.8882730079921958-0.49309679706275145*I
-16.04,0.9064699554656774-0.4581790012580077*I
-16.,0.9232173159767368-0.42252850540695397*I
-15.96,0.9384883203844808-0.38620232541011956*I
-15.92,0.9522585573474374-0.34925855699888775*I
-15.879999999999999,0.964506018133389-0.3117562829746102*I
-15.84,0.9752111334171213-0.2737554780539664*I
-15.8,0.9843567992112495-0.23531691290409887*I
-15.76,0.9919284019779754-0.19650205788369646*I
-15.719999999999999,0.9979138468655201-0.1573729842281804*I
-15.68,1.002303579926442-0.11799226364736173*I
-15.64,1.0050905981723477-0.07842286893902774*I
-15.6,1.006270458235695-0.03872807459445546*I
-15.559999999999999,1.0058412871705076+0.001028645214132512*I
-15.52,1.0038037894035163+0.04078372011587212*I
-15.48,1.000161240769239+0.08047358388980914*I
-15.44,0.9949194804716214+0.12003477434236692*I
-15.399999999999999,0.9880869043755223+0.15940403557312047*I
-15.36,0.979674456106819+0.19851842220384636*I
-15.32,0.9696956054119505+0.23731539828279483*I
-15.280000000000001,0.9581663237030996+0.27573293493600143*I
-15.24,0.9451050601862383+0.3137096100458007*I
-15.2,0.9305327169599156+0.35118471064783185*I
-15.16,0.914472612360806+0.3880983281535267*I
-15.120000000000001,0.896950440756733+0.42439145118804505*I
-15.08,0.8779942324117871+0.46000605992893884*I
-15.04,0.8576343128114811+0.4948852239879015*I
-15.,0.8359032519333324+0.5289731918821111*I
-14.96,0.8128358094610489+0.5622154765779408*I
-14.92,0.7884688796456852+0.5945589419834553*I
-14.879999999999999,0.762841435666701+0.6259518935752979*I
-14.84,0.7359944660120915+0.6563441602128584*I
-14.8,0.707970906515359+0.6856871701803187*I
-14.76,0.6788155719171838+0.7139340275451197*I
-14.719999999999999,0.6485750865944045+0.7410395929588319*I
-14.68,0.6172978093550936+0.7669605561397219*I
-14.64,0.585033754211452+0.7916555003005236*I
-14.6,0.5518345106276711+0.8150849664634613*I
-14.559999999999999,0.5177531623935907+0.8372115220949521*I
-14.52,0.4828442023854552+0.8579998225079611*I
-14.48,0.447163444193313+0.8774166622819607*I
-14.44,0.4107679332732616+0.8954310259720835*I
-14.399999999999999,0.37371585624801407+0.9120141424075537*I
-14.36,0.33606644736293617+0.9271395337204487*I
-14.32,0.2978798932628775+0.9407830524178548*I
-14.280000000000001,0.2592172374549331+0.9529229171284104*I
-14.24,0.2201402826837121+0.9635397511966604*I
-14.2,0.1807114910158416+0.9726166179002524*I
-14.16,0.14099388418040026+0.9801390424590444*I
-14.120000000000001,0.10105094392176502+0.9860950319582535*I
-14.08,0.060946510284519584+0.9904750972141091*I
-14.04,0.020744677489305294+0.9932722730734498*I
-14.,-0.019490307722021927+0.994482124995163*I
-13.96,-0.05969414712807561+0.9941027526087124*I
-13.92,-0.09980259397881243+0.9921347944871646*I
-13.879999999999999,-0.1397515588001134+0.9885814325399829*I
-13.84,-0.17947721071909187+0.9834483832253533*I
-13.8,-0.21891607725824178+0.9767438848090259*I
-13.76,-0.2580051455950172+0.9684786850004622*I
-13.719999999999999,-0.2966819673636501+0.9586660290574949*I
-13.68,-0.33488475742140006+0.9473216359570455*I
-13.64,-0.37255248969325183+0.9344636695570022*I
-13.6,-0.40962499397296703+0.9201127097322341*I
-13.559999999999999,-0.4460430569616523+0.9042917242203103*I
-13.52,-0.48174851635822946+0.887026030296197*I
-13.48,-0.5166843501315951+0.8683432507196782*I
-13.44,-0.5507947663484487+0.8482732693755749*I
-13.399999999999999,-0.5840252975567283+0.8268481873013963*I
-13.36,-0.6163228881230708+0.8041022706687826*I
-13.32,-0.647635974799934+0.7800718928562006*I
-13.280000000000001,-0.6779145672256055+0.7547954759254891*I
-13.24,-0.7071103328364169+0.7283134318946107*I
-13.2,-0.7351766757133846+0.7006680981884709*I
-13.16,-0.7620688062172735+0.6719036672267048*I
-13.120000000000001,-0.7877438100438315+0.6420661153873781*I
-13.08,-0.8121607213468034+0.6112031312941738*I
-13.04,-0.835280591192545+0.5793640397911387*I
-13.,-0.8570665446338612+0.5465997211028913*I
-12.96,-0.8774838365973915+0.5129625293447557*I
-12.92,-0.8964999111079978+0.47850620975215785*I
-12.879999999999999,-0.9140844575144117+0.4432858128112254*I
-12.84,-0.9302094538400697+0.40735760500983675*I
-12.8,-0.9448492081342885+0.3707789790227234*I
-12.76,-0.9579804020801483+0.3336083624454021*I
-12.719999999999999,-0.9695821335938068+0.2959051237843852*I
-12.68,-0.979635945457179+0.2577294770500137*I
-12.64,-0.9881258508518792+0.21914238610790743*I
-12.6,-0.9950383605124034+0.18020546751572294*I
-12.559999999999999,-1.000362510196659+0.1409808905442457*I
-12.52,-1.0040898741330166+0.10153127785582014*I
-12.48,-1.0062145742369974+0.06191960654919486*I
-12.44,-1.0067332901963328+0.0222091079288783*I
-12.399999999999999,-1.005645270648597-0.017536836050564553*I
-12.36,-1.0029523313248407-0.05725479378394584*I
-12.32,-0.9986588478389636-0.09688138354042966*I
-12.280000000000001,-0.9927717485326707-0.13635337403248693*I
-12.24,-0.98530050889158-0.1756077887709983*I
-12.2,-0.9762571345533002-0.21458200652275894*I
-12.16,-0.9656561375941127-0.2532138589145757*I
-12.120000000000001,-0.9535145126590655-0.29144172849655847*I
-12.08,-0.9398517145623616-0.32920465111276087*I
-12.04,-0.9246896263646976-0.3664424138363349*I
-12.,-0.9080525201474902-0.40309564771325823*I
-11.959999999999999,-0.8899670172897337-0.43910592081495275*I
-11.92,-0.8704620495101734-0.47441583574861396*I
-11.879999999999999,-0.8495688126853226-0.5089691225191908*I
-11.84,-0.8273207132485731-0.5427107246888814*I
-11.8,-0.8037533137629423-0.5755868850399697*I
-11.76,-0.778904278502807-0.6075452349940222*I
-11.72,-0.7528133141366012-0.6385348812211303*I
-11.68,-0.7255221028612946-0.6685064821973925*I
-11.64,-0.6970742346808662-0.6974123238345759*I
-11.6,-0.6675151395200272-0.7252063991561671*I
-11.56,-0.636892015131762-0.7518444853639484*I
-11.52,-0.6052537493371621-0.7772842098891257*I
-11.48,-0.5726508413593295-0.8014851147946886*I
-11.44,-0.5391353217304221-0.8244087233255911*I
-11.4,-0.5047606698229379-0.8460186066349454*I
-11.36,-0.46958172663342684-0.8662804372602758*I
-11.32,-0.4336546064685721-0.8851620395568873*I
-11.28,-0.3970366080903376-0.9026334425532611*I
-11.24,-0.3597861225729236-0.918666933534295*I
-11.2,-0.32196253909530387-0.9332370980971028*I
-11.16,-0.2836261505964308-0.9463208563323371*I
-11.12,-0.24483805760867722-0.9578974998771752*I
-11.08,-0.2056600695814359-0.9679487310227423*I
-11.04,-0.1661546058368255-0.9764586886874809*I
-11.,-0.12638459612613903-0.9834139686709799*I
-10.959999999999999,-0.08641338100992894-0.9888036444281845*I
-10.92,-0.04630460848740442-0.9926192904914275*I
-10.879999999999999,-0.006122131752956797-0.9948549936801172*I
-10.84,0.03407009059306987-0.9955073571930728*I
-10.799999999999999,0.07420809573899369-0.9945755047829897*I
-10.76,0.11422802183058468-0.9920610873573901*I
-10.72,0.15406620993427753-0.9879682791986256*I
-10.68,0.19365930406175022-0.9823037661420247*I
-10.64,0.23294435079680248-0.9750767331343627*I
-10.6,0.2718589025036683-0.9662988536638892*I
-10.56,0.3103411190855197-0.9559842713903411*I
-10.52,0.34832986274275735-0.944149572215187*I
-10.48,0.3857647929812031-0.9308137556467028*I
-10.44,0.4225864667982924-0.915998207715072*I
-10.4,0.4587364348427304-0.8997266675679706*I
-10.36,0.49415733150090585-0.8820251849400281*I
-10.32,0.5287929641702298-0.8629220765383298*I
-10.28,0.5625884045676466-0.8424478826335113*I
-10.24,0.5954900808188748-0.8206353197289203*I
-10.2,0.6274458580582725-0.7975192242549664*I
-10.16,0.6584051172260594-0.7731364948173189*I
-10.12,0.6883188385516001-0.7475260343671354*I
-10.08,0.7171396835501868-0.7207286895130625*I
-10.04,0.7448220662222305-0.6927871820118203*I
-10.,0.7713222223600811-0.6637460386547656*I
-9.959999999999999,0.7965982794017124-0.6336515207857916*I
-9.92,0.8206103291095506-0.6025515511263057*I
-9.879999999999999,0.8433204869594355-0.5704956349682984*I
-9.84,0.8646929467038286-0.5375347799701987*I
-9.799999999999999,0.8846940377805999-0.5037214147277292*I
-9.76,0.9032922846074986-0.4691093053667109*I
-9.72,0.9204584528136635-0.43375346820925936*I
-9.68,0.9361655911254703-0.39771008074994824*I
-9.64,0.950389072785021-0.3610363924105586*I
-9.6,0.9631066404564028-0.32379063239713574*I
-9.56,0.9742984394461922-0.28603191548460927*I
-9.52,0.9839470424492602-0.2478201480683978*I
-9.48,0.9920374753170631-0.20921593301657354*I
-9.44,0.9985572463706675-0.17028047133127663*I
-9.4,1.0034963640942758-0.13107546399074485*I
-9.36,1.006847347369481-0.09166301377525099*I
-9.32,1.0086052347583363-0.052105527159105824*I
-9.28,1.0087675960208384-0.012465613109230916*I
-9.24,1.0073345362246102+0.02719401850139487*I
-9.2,1.0043086885239156+0.06681065467357375*I
-9.16,0.9996952064185295+0.1063216773842458*I
-9.12,0.9935017590282642+0.14566466606249778*I
-9.08,0.9857385188085619+0.18477749834881094*I
-9.04,0.97641813945951+0.22359844689026634*I
-9.,0.9655557326181163+0.26206627570018354*I
-8.959999999999999,0.9531688448915777+0.3001203390164321*I
-8.92,0.939277431554404+0.33770068123199076*I
-8.879999999999999,0.9239038187903325+0.37474812873805774*I
-8.84,0.9070726641253706+0.41120438055300973*I
-8.799999999999999,0.8888109181465971+0.4470121028740524*I
-8.76,0.869147782576966+0.4821150235755754*I
-8.72,0.84811465888099+0.5164580180634564*I
-8.68,0.8257450951103099+0.5499871935340316*I
-8.64,0.8020747319339672+0.5826499745734911*I
-8.6,0.7771412471102195+0.6143951913832373*I
-8.56,0.7509842914711533+0.6451731572385838*I
-8.52,0.7236454222425919+0.6749357423103033*I
-8.48,0.6951680365722923+0.7036364500269141*I
-8.44,0.6655973022781518+0.7312304947553242*I
-8.4,0.6349800828501088+0.7576748688249362*I
-8.36,0.6033648610114831+0.7829284064153175*I
-8.32,0.5708016606599113+0.806951849472022*I
-8.28,0.5373419663378043+0.8297079106375727*I
-8.24,0.5030386387558283+0.8511613279909237*I
-8.2,0.4679458293363765+0.8712789177802263*I
-8.16,0.4321188934259138+0.8900296277771317*I
-8.12,0.395614300509308+0.9073845864994994*I
-8.08,0.35848954304927966+0.9233171422016323*I
-8.04,0.32080304449614616+0.9378029022712867*I
-8.,0.28261406502578557+0.9508197738448723*I
-7.959999999999999,0.24398260609486078+0.9623479947754079*I
-7.92,0.20496931453194012+0.9723701604940209*I
-7.879999999999999,0.16563538576674386+0.9808712491617042*I
-7.84,0.12604246486391846+0.987838646716762*I
-7.799999999999999,0.08625254822198526+0.9932621614340312*I
-7.76,0.04632788570234493+0.997134033936634*I
-7.719999999999999,0.006330880928170746+0.9994489493226892*I
-7.68,-0.033676009412134715+1.0002040444728386*I
-7.640000000000001,-0.07363037365407796+0.9993989062547416*I
-7.6,-0.11346994310768964+0.9970355680768052*I
-7.5600000000000005,-0.15313269235935106+0.9931185060676384*I
-7.52,-0.1925569379849777+0.9876546291042911*I
-7.48,-0.23168143437997823+0.9806532613760975*I
-7.4399999999999995,-0.27044546957949245+0.972126123931059*I
-7.4,-0.30878896356491875+0.9620873160403456*I
-7.359999999999999,-0.34665256222669744+0.9505532879725498*I
-7.32,-0.3839777277713371+0.9375428086199079*I
-7.279999999999999,-0.42070683097653894+0.9230769334796954*I
-7.24,-0.4567832438258618+0.9071789696478363*I
-7.199999999999999,-0.4921514258485683+0.8898744331919048*I
-7.16,-0.5267570087508922+0.8711910044170236*I
-7.119999999999999,-0.5605468820839241+0.8511584815063195*I
-7.08,-0.5934692776873047+0.829808731178494*I
-7.039999999999999,-0.6254738462446173+0.8071756320499223*I
-7.,-0.656511732902134+0.7832950168944794*I
-6.959999999999999,-0.6865356554781673+0.7582046144743686*I
-6.92,-0.71549997666257+0.7319439856740717*I
-6.879999999999999,-0.7433607700582519+0.7045544563587355*I
-6.84,-0.770075886729722+0.6760790491205081*I
-6.799999999999999,-0.795605020771161+0.6465624125904667*I
-6.76,-0.8199097679811028+0.6160507468589835*I
-6.719999999999999,-0.8429536817245973+0.5845917269402506*I
-6.68,-0.8647023279870957+0.5522344249581085*I
-6.640000000000001,-0.8851233368500008+0.5190292294678878*I
-6.6,-0.9041864455212555+0.48502776250585505*I
-6.5600000000000005,-0.9218635425462898+0.45028279574894425*I
-6.52,-0.9381287092023075+0.4148481644634534*I
-6.48,-0.9529582536389173+0.3787786798605324*I
-6.4399999999999995,-0.9663307428542325+0.3421300407210647*I
-6.4,-0.9782270329340512+0.3049587431589761*I
-6.359999999999999,-0.9886302934229594+0.2673219893803207*I
-6.32,-0.9975260257548803+0.22927759605520454*I
-6.279999999999999,-1.004902081802236+0.19088390162087812*I
-6.24,-1.0107486786325683+0.15219967242921523*I
-6.199999999999999,-1.0150584049349276+0.11328400954988012*I
-6.16,-1.0178262265196059+0.07419625522838293*I
-6.119999999999999,-1.019049489979684+0.03499589761193854*I
-6.08,-1.0187279187863953-0.0042575228499481255*I
-6.039999999999999,-1.0168636064324503-0.04350450625991088*I
-6.,-1.013461007686501-0.08268568766251716*I
-5.959999999999999,-1.008526924869143-0.12174193001528139*I
-5.92,-1.0020704884417624-0.16061441598546522*I
-5.879999999999999,-0.9941031360309934-0.19924473910086102*I
-5.84,-0.9846385897570996-0.2375749963294769*I
-5.799999999999999,-0.973692824942291-0.27554787554633475*I
-5.76,-0.9612840371874657-0.31310674231135716*I
-5.719999999999999,-0.9474326085895911-0.3501957287656447*I
-5.68,-0.9321610673114992-0.3867598178988176*I
-5.640000000000001,-0.9154940454468008-0.4227449262997683*I
-5.6,-0.8974582333640811-0.45809798617202935*I
-5.5600000000000005,-0.8780823315313339-0.4927670260416813*I
-5.52,-0.8573969967389922-0.5267012463368723*I
-5.48,-0.8354347871011143-0.5598510941335042*I
-5.4399999999999995,-0.8122301055610656-0.5921683386561597*I
-5.4,-0.7878191380162202-0.6236061401327098*I
-5.359999999999999,-0.7622397896573185-0.6541191157400514*I
-5.32,-0.7355316199104603-0.6836634072703811*I
-5.279999999999999,-0.7077357737278529-0.7121967434092057*I
-5.24,-0.6788949111428918-0.7396784974529852*I
-5.199999999999999,-0.649053134760308-0.7660697450812871*I
-5.16,-0.6182559148197346-0.791333317254893*I
-5.119999999999999,-0.5865500126060217-0.8154338508992818*I
-5.08,-0.5539834020580726-0.8383378367124681*I
-5.039999999999999,-0.5206051896561366-0.8600136626986744*I
-5.,-0.48646553334021897-0.8804316533181151*I
-4.959999999999999,-0.4516155600684486-0.8995641079825571*I
-4.92,-0.4161072817313252-0.9173853341483281*I
-4.879999999999999,-0.37999351003340787-0.933871677426142*I
-4.84,-0.3433277705189588-0.9490015502835943*I
-4.799999999999999,-0.306164216504322-0.9627554539566433*I
-4.76,-0.26855754309565605-0.9751159972473971*I
-4.719999999999999,-0.23056289964321997-0.9860679127500908*I
-4.68,-0.19223580198004364-0.9955980698394794*I
-4.640000000000001,-0.1536320445944987-1.0036954845869785*I
-4.6,-0.11480761216439646-1.0103513271851698*I
-4.5600000000000005,-0.07581859343370118-1.0155589208721756*I
-4.52,-0.03672109498721435-1.019313739321522*I
-4.48,0.0024288452911399635-1.021613400732617*I
-4.4399999999999995,0.0415753444984331-1.0224576613501624*I
-4.4,0.0806627598457641-1.0218484039581879*I
-4.359999999999999,0.11963577287180893-1.0197896260956218*I
-4.32,0.15843947095305044-1.0162874152213368*I
-4.279999999999999,0.19701942832903263-1.011349927227932*I
-4.24,0.23532179015836535-1.0049873573686867*I
-4.199999999999999,0.2732933469023777-0.9972119186011453*I
-4.16,0.3108816123471973-0.9880378095576519*I
-4.119999999999999,0.34803489545734956-0.9774811828612802*I
-4.08,0.3847023799723518-0.9655600998250663*I
-4.039999999999999,0.4208341933415929-0.952294492133093*I
-4.,0.4563814802071977-0.9377061185841606*I
-3.960000000000001,0.4912964636849379-0.9218185198768817*I
-3.919999999999998,0.5255325062279083-0.904656973110432*I
-3.879999999999999,0.5590441792974403-0.8862484388679087*I
-3.84,0.5917873182104367-0.8666215097334302*I
-3.8000000000000007,0.6237190812184296-0.8458063533788696*I
-3.759999999999998,0.6547980077590048-0.8238346546471267*I
-3.719999999999999,0.6849840649453333-0.8007395567716129*I
-3.6799999999999997,0.7142387027641897-0.7765556031670008*I
-3.6400000000000006,0.742524897920037-0.7513186727571716*I
-3.6000000000000014,0.7698071905531575-0.7250659132829665*I
-3.5599999999999987,0.7960517276249194-0.6978356767990395*I
-3.5199999999999996,0.8212263030953275-0.6696674537984757*I
-3.4800000000000004,0.8453003855562057-0.6406018027713372*I
-3.4400000000000013,0.8682451537981858-0.6106802823252857*I
-3.3999999999999986,0.890033529530633-0.579945382167268*I
-3.3599999999999994,0.9106401949045309-0.5484404493769985*I
-3.3200000000000003,0.9300416215804979-0.5162096209686561*I
-3.280000000000001,0.9482160858080987-0.48329774993397945*I
-3.2399999999999984,0.9651436777440922-0.44975032889238986*I
-3.1999999999999993,0.980806317423292-0.41561341971011634*I
-3.16,0.9951877667821261-0.38093358121262305*I
-3.120000000000001,1.0082736311640574-0.34575779388315986*I
-3.0799999999999983,1.0200513648700142-0.31013339057655054*I
-3.039999999999999,1.0305102738298786-0.2741079851766459*I
-3.,1.0396415090625968-0.237729397004034*I
-2.960000000000001,1.0474380647888148-0.2010455845784633*I
-2.919999999999998,1.0538947667300396-0.1641045728309367*I
-2.879999999999999,1.0590082580710878-0.12695437899326073*I
-2.84,1.0627769871936885-0.08964294755149005*I
-2.8000000000000007,1.065201192314906-0.05221808058284054*I
-2.759999999999998,1.0662828796478379-0.014727369539361459*I
-2.719999999999999,1.0660258010927621+0.022781865243828275*I
-2.6799999999999997,1.0644354302402286+0.06026263861913603*I
-2.6400000000000006,1.0615189353101309+0.09766836758145261*I
-2.599999999999998,1.05728515118055+0.13495292662408348*I
-2.5599999999999987,1.0517445455180208+0.17207070995107623*I
-2.5199999999999996,1.0449091842183933+0.2089766937885849*I
-2.4800000000000004,1.036792697208285+0.24562648714237934*I
-2.4400000000000013,1.027410241017892+0.2819763901422332*I
-2.3999999999999986,1.0167784581317716+0.31798344600681394*I
-2.3599999999999994,1.0049154361552928+0.35360548535299974*I
-2.3200000000000003,0.9918406649432207+0.388801175660471*I
-2.280000000000001,0.9775749927206386+0.4235300711994348*I
-2.2399999999999984,0.9621405819283301+0.4577526511712887*I
-2.1999999999999993,0.9455608598111417+0.49143036459468575*I
-2.16,0.9278604691081136+0.5245256738560263*I
-2.120000000000001,0.909065221479266+0.5570020860588705*I
-2.0799999999999983,0.889202045917446+0.5888241942890597*I
-2.039999999999999,0.8682989375957659+0.619957708011199*I
-2.,0.8463849079980978+0.6503694772054616*I
-1.9600000000000009,0.8234899318373108+0.6800275234501588*I
-1.9199999999999982,0.7996448943656574+0.7089010681411068*I
-1.879999999999999,0.7748815401415773+0.7369605504194721*I
-1.8399999999999999,0.7492324171561002+0.7641776523655123*I
-1.8000000000000007,0.7227308220347416+0.7905253211839737*I
-1.759999999999998,0.6954107495337137+0.8159777794804012*I
-1.7199999999999989,0.6673068360226103+0.8405105472698184*I
-1.6799999999999997,0.6384543072218889+0.8641004500733985*I
-1.6400000000000006,0.6088889275361865+0.8867256225352269*I
-1.5999999999999979,0.5786469453339913+0.9083655208684561*I
-1.5599999999999987,0.547765040774307+0.9290009292721643*I
-1.5199999999999996,0.5162802757650825+0.948613958947647*I
-1.4800000000000004,0.48423004010906257+0.9671880543448287*I
-1.4400000000000013,0.45165200000330774+0.9847079949359183*I
-1.3999999999999986,0.41858405099367796+1.0011598874458079*I
-1.3599999999999994,0.3850642649252288+1.0165311687066223*I
-1.3200000000000003,0.3511308443847077+1.030810595248984*I
-1.2800000000000011,0.3168220783812438+1.043988230579282*I
-1.2399999999999984,0.28217629301777136+1.0560554410335152*I
-1.1999999999999993,0.2472318072178582+1.0670048839096953*I
-1.1600000000000001,0.21202689039123365+1.076830492318133*I
-1.120000000000001,0.1765997167866922+1.0855274654379738*I
-1.0799999999999983,0.1409883236373617+1.0930922539455123*I
-1.0399999999999991,0.10523057286618381+1.099522540007626*I
-1.,0.06936410791510753+1.1048172243622547*I
-0.9600000000000009,0.03342631954037617+1.1089764036795697*I
-0.9199999999999982,-0.002545687891126802+1.1120013473588166*I
-0.879999999999999,-0.03851513552320804+1.1138944809272338*I
-0.8399999999999999,-0.07444560212811831+1.1146593621118939*I
-0.8000000000000007,-0.11030105530980107+1.1143006571185665*I
-0.759999999999998,-0.14604588527196793+1.1128241202112124*I
-0.7199999999999989,-0.18164493386638472+1.1102365691885165*I
-0.6799999999999997,-0.21706352185232555+1.1065458586950006*I
-0.6400000000000006,-0.25226747880574607+1.1017608575053255*I
-0.5999999999999979,-0.2872231648417477+1.0958914202898993*I
-0.5599999999999987,-0.3218974926421503+1.0889483597174243*I
-0.5199999999999996,-0.3562579541599067+1.080943422621341*I
-0.4800000000000004,-0.3902726398635983+1.0718892610433275*I
-0.4400000000000013,-0.423910258304358+1.0617994052391948*I
-0.3999999999999986,-0.45714015726505564+1.0506882383215628*I
-0.35999999999999943,-0.4899323402246432+1.0385709682470807*I
-0.3200000000000003,-0.5222574827012426+1.025463599365219*I
-0.28000000000000114,-0.5540869490517528+1.0113829061747126*I
-0.23999999999999844,-0.585392803341221+0.996346404983636*I
-0.1999999999999993,-0.6161478210371621+0.9803723260946474*I
-0.16000000000000014,-0.6463255037812877+0.9634795877749571*I
-0.120000000000001,-0.6759000879358664+0.9456877679619721*I
-0.0799999999999983,-0.7048465542072402+0.9270170781404033*I
-0.03999999999999915,-0.733140637987615+0.9074883378679556*I
0.,-0.760758835913959+0.8871229481453141*I
0.03999999999999915,-0.7876784131697274+0.865942864820763*I
0.08000000000000185,-0.8138774100571463+0.8439705736627956*I
0.120000000000001,-0.8393346451517631+0.8212290652922714*I
0.16000000000000014,-0.8640297193960866+0.7977418104209663*I
0.1999999999999993,-0.8879430215628925+0.7735327354758678*I
0.240000000000002,-0.9110557296691969+0.7486261982034355*I
0.28000000000000114,-0.933349813656723+0.7230469648474503*I
0.3200000000000003,-0.9548080382700026+0.6968201875600575*I
0.35999999999999943,-0.975413963349402+0.6699713816619208*I
0.40000000000000213,-0.9951519450092108+0.6425264028513693*I
0.4400000000000013,-1.0140071360128902+0.6145114260381054*I
0.4800000000000004,-1.0319654845780264+0.5859529246974579*I
0.5199999999999996,-1.0490137339753707+0.5568776502096067*I
0.5599999999999987,-1.0651394223181732+0.5273126110757511*I
0.6000000000000014,-1.0803308803405154+0.4972850531604981*I
0.6400000000000006,-1.0945772304233445+0.4668224407685201*I
0.6799999999999997,-1.1078683855850566+0.4359524378353892*I
0.7199999999999989,-1.120195046777747+0.404702889351254*I
