-60.,0.0036908381112110977
-59.88,-0.1160494734860142
-59.76,-0.23412071277682325
-59.64,-0.3488247213719347
-59.52,-0.45851178272207277
-59.4,-0.5616043321446458
-59.28,-0.6566196479354108
-59.16,-0.7421911800223618
-59.04,-0.8170882069336616
-58.92,-0.8802335303551567
-58.8,-0.9307189673904588
-58.68,-0.9678184173142855
-58.56,-0.9909983058390753
-58.44,-0.9999252524425072
-58.32,-0.9944708660867075
-58.2,-0.9747135967293851
-58.08,-0.9409376063112885
-57.96,-0.8936286764256347
-57.84,-0.8334672234833908
-57.72,-0.7613185162469572
-57.6,-0.6782202291771506
-57.48,-0.5853675155063691
-57.36,-0.48409582005188057
-57.24,-0.3758616734201583
-57.12,-0.2622217416820497
-57.,-0.14481043816574712
-56.88,-0.02531641779970195
-56.76,0.09454171145940685
-56.64,0.2130401066066891
-56.52,0.3284744798552358
-56.4,0.43918461083544813
-56.28,0.5435782283971259
-56.16,0.6401539089408056
-56.04,0.7275226667972954
-55.92,0.8044279334155418
-55.8,0.869763634572819
-55.68,0.9225900935122586
-55.56,0.9621475425483335
-55.44,0.987867053968596
-55.32,0.9993787266790723
-55.2,0.9965170001052391
-55.08,0.9793230336405924
-54.96,0.9480441187230045
-54.84,0.9031301244858012
-54.72,0.8452270219746042
-54.6,0.7751675935574471
-54.480000000000004,0.6939594587701238
-54.36,0.6027705824819397
-54.24,0.5029124735713204
-54.12,0.3958213235357262
-54.,0.2830373519662558
-53.88,0.1661826531186149
-53.76,0.0469378665691237
-53.64,-0.07298199289302543
-53.52,-0.19185220244964854
-53.4,-0.3079631385200408
-53.28,-0.4196448616545786
-53.16,-0.5252911334796975
-53.04,-0.6233825217939609
-52.92,-0.7125082541238252
-52.8,-0.7913865023158746
-52.68,-0.858882818874029
-52.56,-0.9140264580602017
-52.44,-0.9560243360741323
-52.32,-0.9842724315355719
-52.2,-0.9983644747338141
-52.08,-0.9980977958791716
-51.96,-0.9834762367579042
-51.84,-0.9547100909891497
-51.72,-0.9122130823091812
-51.6,-0.8565964179981003
-51.480000000000004,-0.788659994486826
-51.36,-0.7093808909314249
-51.24,-0.6198993191657243
-51.120000000000005,-0.5215022261550647
-51.,-0.4156047820357033
-50.88,-0.3037300270867659
-50.76,-0.1874869683100154
-50.64,-0.06854743701869326
-50.519999999999996,0.05137795599509419
-50.4,0.17056442096343394
-50.28,0.28729779610164624
-50.16,0.39989920410790786
-50.04,0.5067491950475902
-49.92,0.6063110353538186
-49.8,0.6971528121846503
-49.68,0.7779680308916841
-49.56,0.8475943994675949
-49.44,0.9050305433271343
-49.32,0.9494504115407474
-49.2,0.9802151596144393
-49.08,0.9968823304729366
-48.96,0.9992122177813942
-48.84,0.9871713181343055
-48.72,0.9609328134127126
-48.6,0.9208740738824908
-48.480000000000004,0.8675712318987973
-48.36,0.8017908996255624
-48.24,0.7244791423037569
-48.120000000000005,0.636747868154631
-48.,0.5398588384728324
-47.88,0.43520552243132254
-47.76,0.32429305418611254
-47.64,0.20871658550763045
-47.519999999999996,0.09013834548708158
-47.4,-0.029736266889560943
-47.28,-0.14918321093170042
-47.16,-0.26648459697014304
-47.04,-0.3799533930319963
-46.92,-0.4879576913546472
-46.8,-0.5889441774178523
-46.68,-0.6814604655640509
-46.56,-0.7641759887350559
-46.44,-0.8359011395792088
-46.32,-0.89560437570383
-46.2,-0.9424270510531981
-46.08,-0.9756957678389342
-45.96,-0.994932066006774
-45.84,-0.9998592989326114
-45.72,-0.9904066091256198
-45.6,-0.9667099508271503
-45.480000000000004,-0.9291101378022151
-45.36,-0.8781479361032531
-45.24,-0.814556285646826
